closeon100_test25percSP_test10home,{'school_closures': 6790, 'cum_infections': 114661.77496421676, 'total_schools': 417}
closeon5_test25percSP_test10home,{'school_closures': 21476, 'cum_infections': 113410.2722909749, 'total_schools': 417}
