,cum_infections,cum_infectious,cum_tests,cum_diagnoses,cum_recoveries,cum_symptomatic,cum_severe,cum_critical,cum_deaths,cum_quarantined,new_infections,new_infectious,new_tests,new_diagnoses,new_recoveries,new_symptomatic,new_severe,new_critical,new_deaths,new_quarantined,n_susceptible,n_exposed,n_infectious,n_symptomatic,n_severe,n_critical,n_diagnosed,n_quarantined,prevalence,incidence,r_eff,doubling_time,test_yield,t
192,86985.84774848583,86174.57529026814,129603.6854091312,8270.506997602426,84194.5830439288,57572.9091871181,4098.089952369645,1187.865996062551,667.2851972953554,0.0,158.454151806456,186.14588709787006,0.0,0.0,123.3325655710067,122.75534607535455,7.696259942028499,0.0,0.0,0.0,2141220.0,2159.2745297354268,1398.9876509622304,877.2552293921408,87.9297698376756,4.898965463098909,8361.942025514298,0.0,0.0009599617181371319,7.40034892616971e-05,1.1548353287513535,30.0,0.0,192
193,87182.38358650544,86338.89044003046,129603.6854091312,8270.506997602426,84289.9426647105,57695.02811169826,4108.198693793502,1190.9741010391394,667.2851972953554,0.0,196.53583801960855,164.31514976230844,0.0,0.0,95.35962078171079,122.11892458014836,10.108741423856662,3.1081049765884323,0.0,0.0,2140974.0,2260.450746973324,1467.943179942828,936.427627946429,93.15434629832187,8.007070439687341,8361.942025514298,0.0,0.0010049423708350174,9.17986580648427e-05,1.1515142173392767,30.0,0.0,193
194,87366.96062061512,86507.82334575799,129603.6854091312,8270.506997602426,84440.58215257582,57801.902521393225,4111.61760926775,1190.9741010391394,667.2851972953554,0.0,184.5770341096873,168.93290572752556,0.0,0.0,150.63948786531935,106.87440969497652,3.4189154742472754,0.0,0.0,0.0,2140740.0,2294.388293217692,1486.2365978050343,933.674734967165,91.67429630947024,6.3790154519505435,8361.942025514298,0.0,0.0010200302873519757,8.624369807879341e-05,1.1702099646318909,30.0,0.0,194
195,87575.15925254687,86700.02263731026,129603.6854091312,8270.506997602426,84569.05049160816,57917.00600902622,4116.6793802296215,1190.9741010391394,667.2851972953554,0.0,208.19863193175942,192.19929155227322,0.0,0.0,128.46833903232186,115.10348763299162,5.06177096187259,0.0,0.0,0.0,2140480.0,2374.1185861171293,1549.9675503249855,972.141234177419,84.14084186621542,4.588154965440067,8361.942025514298,0.0,0.0010554765412726613,9.7252338792102e-05,1.1870919527290889,30.0,0.0,195
196,87780.78259749804,86872.07844851426,129603.6854091312,8270.506997602426,84752.2658797281,58046.983999047174,4126.47731115582,1190.9741010391394,667.2851972953554,0.0,205.62334495115755,172.0558112040025,0.0,0.0,183.21538811994384,129.97799002095053,9.797930926197818,0.0,0.0,0.0,2140222.0,2396.5265429483434,1538.8079734090443,972.0672316779765,86.07970735161106,4.588154965440067,8361.942025514298,0.0,0.0010654387728002263,9.607049995987944e-05,1.1691425202194268,30.0,0.0,196
197,87971.08742506457,87055.64904863156,129603.6854091312,8270.506997602426,84897.118372137,58167.44526763981,4129.437411133523,1192.454151027991,667.2851972953554,0.0,190.30482756654317,183.57060011726819,0.0,0.0,144.85249240890943,120.46126859263454,2.9600999777032686,1.4800499888516343,0.0,0.0,2139982.0,2441.9788781059774,1577.526081117403,1000.3213859651541,84.45165236387427,6.068204954291701,8361.942025514298,0.0,0.0010856455578886926,8.893434305780315e-05,1.1034651546350376,30.0,0.0,197
198,88128.32793588018,87228.8000968273,129603.6854091312,8270.506997602426,85062.45475639163,58303.25465461683,4134.025566098963,1192.454151027991,667.2851972953554,0.0,157.24051081559764,173.1510481957527,0.0,0.0,165.33638425461612,135.80938697702598,4.588154965440067,0.0,0.0,0.0,2139782.0,2433.8830046669586,1585.3407450585396,1032.6752787214507,85.76889685395221,4.588154965440067,8361.942025514298,0.0,0.0010820464833799723,7.34943378731101e-05,1.046832363068989,30.0,0.0,198
199,88321.41525742578,87419.25292939272,129603.6854091312,8270.506997602426,85226.05948215928,58413.00036129018,4141.573821042106,1197.1903109923162,667.2851972953554,0.0,193.08732154558425,190.4528325654283,0.0,0.0,163.60472576765966,109.74570667334869,7.548254943143336,4.73615996432523,0.0,0.0,2139540.0,2463.365600444883,1612.1888518563085,1045.0484966282506,91.68909680935876,9.324314929765297,8361.942025514298,0.0,0.0010951535531659874,9.023329809697065e-05,1.0418481568704245,30.0,0.0,199
200,88498.5920415912,87601.21027502215,129603.6854091312,8270.506997602426,85399.03292435638,58532.529198389835,4158.209582916798,1198.9811714788268,667.2851972953554,0.0,177.17678416542918,181.95734562941993,0.0,0.0,172.97344219709052,119.52883709965799,16.63576187469237,1.7908604865104778,0.0,0.0,2143422.0,2478.210501833065,1628.7950127312238,1062.8978994938013,106.04558170121959,11.57399091281978,8356.93945655198,0.0,0.001101753117364885,8.264269035956112e-05,1.0708577290231258,30.0,0.0,200
201,88702.69093505383,87794.84521506363,129603.6854091312,8270.506997602426,85574.95166603128,58668.47178986586,4170.952813320812,1198.9811714788268,667.2851972953554,0.0,204.09889346264038,193.63494004145932,0.0,0.0,175.91874167490528,135.9425914760226,12.743230404012573,0.0,0.0,0.0,2143178.0,2506.3906536208,1646.5112110977777,1079.6372648677132,115.51790162987007,11.57399091281978,8356.93945655198,0.0,0.0011142811768964516,9.521075418803321e-05,1.1256292921877145,30.0,0.0,201
